run_id,gen,best_sc_adj
1,0,0.373620
1,1,0.433730
1,2,0.755556
1,3,0.755556
1,4,0.755635
1,5,0.755635
1,6,0.755635
1,7,0.755635
1,8,0.756301
1,9,0.756301
1,10,0.756301
