run_id,gen,best_sc_adj
1,0,0.857794
1,1,0.857794
1,2,0.857794
1,3,0.857794
1,4,0.857794
1,5,0.857794
1,6,0.857794
1,7,0.857794
1,8,0.857794
1,9,0.857794
1,10,0.857794
