run_id,gen,best_sc_adj
1,0,0.765180
1,1,0.774191
1,2,0.781581
1,3,0.781581
1,4,0.781581
1,5,0.781581
1,6,0.781581
1,7,0.781907
1,8,0.781907
1,9,0.781907
1,10,0.781907
