run_id,gen,best_sc_adj
1,0,0.819597
1,1,0.819597
1,2,0.819597
1,3,0.819597
1,4,0.819638
1,5,0.819638
1,6,0.819638
1,7,0.820571
1,8,0.820571
1,9,0.820571
1,10,0.820571
