run_id,gen,best_sc_adj
1,0,0.586741
1,1,0.765222
1,2,0.765222
1,3,0.765222
1,4,0.765222
1,5,0.765222
1,6,0.765222
1,7,0.765222
1,8,0.765222
1,9,0.765222
1,10,0.765222
