run_id,gen,best_sc_adj
1,0,0.292200
1,1,0.295790
1,2,0.295790
1,3,0.295790
1,4,0.295790
1,5,0.295790
1,6,0.295790
1,7,0.295790
1,8,0.295790
1,9,0.295790
1,10,0.295790
